sexo,edad,nacionalidad,ccaa,tipo_hogar,regimen_vivienda,nivel_educativo,unidades_consumo,renta_hogar,ingresos_anuales,riesgo_pobreza,situacion_economica_infancia,pesos
Hombre,53,Espana,ES41,Biparental con niños/as,En alquiler,100,2.5,29634.7,19481.5,0,Moderadamente mala,509.65288
Mujer,52,Espana,ES41,Biparental con niños/as,En alquiler,200,2.5,29634.7,6467.6,0,Buena,509.65288
Hombre,23,Espana,ES41,Biparental con niños/as,En alquiler,500,2.5,29634.7,0,0,NA,509.65288
Hombre,18,Espana,ES41,Biparental con niños/as,En alquiler,200,2.5,29634.7,0,0,NA,509.65288
Hombre,59,Espana,ES41,Unipersonal,En propiedad,500,1,12298.1,0,0,Moderadamente buena,455.90388
Hombre,86,Espana,ES41,2 adultos sin niños,En propiedad,000,1.5,14056.9,0,0,NA,583.10926
Mujer,86,Espana,ES41,2 adultos sin niños,En propiedad,000,1.5,14056.9,0,0,NA,583.10926
Mujer,48,Espana,ES41,Monomarental con niños/as,En propiedad,200,1.3,8909.7,0,1,Moderadamente buena,1200.03387
Hombre,11,NA,ES41,Monomarental con niños/as,En propiedad,NA,1.3,8909.7,NA,1,NA,1200.03387
Hombre,57,Espana,ES41,Otros hogares,En propiedad,100,2,47925.3,21435.8,0,Moderadamente mala,623.02741
Mujer,55,Espana,ES41,Otros hogares,En propiedad,100,2,47925.3,0,0,Moderadamente buena,623.02741
Mujer,31,Espana,ES41,Otros hogares,En propiedad,500,2,47925.3,15985.8,0,Moderadamente buena,623.02741
Hombre,41,Espana,ES41,Unipersonal,En alquiler,100,1,14255.7,14070.8,0,Moderadamente buena,787.67489
Mujer,34,Espana,ES41,Biparental con niños/as,En propiedad,200,1.8,25473.6,11462.5,0,Moderadamente buena,1016.42648
Hombre,42,Espana,ES41,Biparental con niños/as,En propiedad,300,1.8,25473.6,13372.3,0,Moderadamente buena,1016.42648
Hombre,9,NA,ES41,Biparental con niños/as,En propiedad,NA,1.8,25473.6,NA,0,NA,1016.42648
Mujer,55,Espana,ES41,2 adultos sin niños,En propiedad,100,1.5,13945.7,0,0,Moderadamente buena,204.06289
Hombre,57,Espana,ES41,2 adultos sin niños,En propiedad,000,1.5,13945.7,0,0,Buena,204.06289
Hombre,58,Espana,ES41,2 adultos sin niños,En propiedad,100,1.5,26220.9,15510.5,0,Moderadamente buena,327.82771
Mujer,86,Espana,ES41,2 adultos sin niños,En propiedad,100,1.5,26220.9,0,0,NA,327.82771
Hombre,66,Espana,ES41,Unipersonal,En propiedad,100,1,17398.2,0,0,NA,643.43449
Mujer,60,Espana,ES41,2 adultos sin niños,En propiedad,100,1.5,21381.6,0,0,NA,686.72417
Hombre,49,Espana,ES41,2 adultos sin niños,En propiedad,100,1.5,21381.6,13401,0,Buena,686.72417
Mujer,52,Espana,ES41,Unipersonal,En propiedad,200,1,15355.4,15010.5,0,Moderadamente mala,218.09072
Mujer,54,Espana,ES41,Biparental con niños/as,En propiedad,100,2,18842.92,5918.61,0,Moderadamente buena,305.84543
Hombre,49,Espana,ES41,Biparental con niños/as,En propiedad,000,2,18842.92,9172.4,0,Moderadamente mala,305.84543
Hombre,20,Espana,ES41,Biparental con niños/as,En propiedad,200,2,18842.92,0,0,NA,305.84543
Hombre,86,Espana,ES41,Unipersonal,En propiedad,100,1,9197.6,0,0,NA,568.02156
Hombre,28,Espana,ES41,Biparental con niños/as,En propiedad,200,1.8,15764.6,7810.7,1,Muy buena,1296.20314
Mujer,29,Espana,ES41,Biparental con niños/as,En propiedad,354,1.8,15764.6,2038.9,1,Muy buena,1296.20314
Hombre,2,NA,ES41,Biparental con niños/as,En propiedad,NA,1.8,15764.6,NA,1,NA,1296.20314
Hombre,55,Espana,ES41,Biparental con niños/as,En alquiler,300,2.5,19926.7,18038.7,1,Moderadamente mala,368.31185
Mujer,53,Espana,ES41,Biparental con niños/as,En alquiler,500,2.5,19926.7,0,1,Moderadamente buena,368.31185
Hombre,19,Espana,ES41,Biparental con niños/as,En alquiler,344,2.5,19926.7,0,1,NA,368.31185
Mujer,19,Espana,ES41,Biparental con niños/as,En alquiler,344,2.5,19926.7,0,1,NA,368.31185
Hombre,42,Espana,ES41,Biparental con niños/as,En propiedad,500,1.8,27356,12341.8,0,Moderadamente mala,394.35367
Mujer,38,Espana,ES41,Biparental con niños/as,En propiedad,200,1.8,27356,12388,0,Moderadamente mala,394.35367
Mujer,11,NA,ES41,Biparental con niños/as,En propiedad,NA,1.8,27356,NA,0,NA,394.35367
Mujer,86,Espana,ES41,Unipersonal,En propiedad,100,1,9205.1,0,0,NA,569.65529
Mujer,53,Extranjero (resto mundo),ES41,Otros hogares,En alquiler,100,2,10333.4,800,1,Moderadamente buena,1058.57185
Hombre,28,Extranjero (resto mundo),ES41,Otros hogares,En alquiler,354,2,10333.4,4392,1,Moderadamente buena,1058.57185
Mujer,26,Extranjero (resto mundo),ES41,Otros hogares,En alquiler,500,2,10333.4,0,1,Buena,1058.57185
Mujer,74,Espana,ES41,Otros hogares,En propiedad,100,2,32457.5,0,0,NA,595.5794
Hombre,77,Espana,ES41,Otros hogares,En propiedad,000,2,32457.5,0,0,NA,595.5794
Hombre,45,Espana,ES41,Otros hogares,En propiedad,300,2,32457.5,0,0,Moderadamente buena,595.5794
Mujer,71,Espana,ES41,2 adultos sin niños,En propiedad,100,1.5,30287.3,0,0,NA,442.00733
Hombre,78,Espana,ES41,2 adultos sin niños,En propiedad,000,1.5,30287.3,0,0,NA,442.00733
Mujer,45,Espana,ES41,Unipersonal,En propiedad,500,1,12707,12473.3,0,Moderadamente mala,766.0381
Hombre,35,Espana,ES41,Biparental con niños/as,En propiedad,344,1.8,35423.5,23686.7,0,Buena,897.49771
Mujer,35,Espana,ES41,Biparental con niños/as,En propiedad,500,1.8,35423.5,9624.2,0,Buena,897.49771
Mujer,4,NA,ES41,Biparental con niños/as,En propiedad,NA,1.8,35423.5,NA,0,NA,897.49771
Hombre,70,Espana,ES41,Otros hogares,En propiedad,100,2.5,35297.2,0,0,NA,896.50606
Mujer,68,Espana,ES41,Otros hogares,En propiedad,100,2.5,35297.2,0,0,NA,896.50606
Hombre,45,Espana,ES41,Otros hogares,En propiedad,500,2.5,35297.2,0,0,Moderadamente mala,896.50606
Mujer,33,Espana,ES41,Otros hogares,En propiedad,500,2.5,35297.2,1183.1,0,Moderadamente mala,896.50606
Hombre,43,Espana,ES41,Biparental con niños/as,En propiedad,500,1.8,34750.1,24149.7,0,Moderadamente buena,572.51865
Mujer,44,Espana,ES41,Biparental con niños/as,En propiedad,500,1.8,34750.1,8917.9,0,Moderadamente buena,572.51865
Hombre,2,NA,ES41,Biparental con niños/as,En propiedad,NA,1.8,34750.1,NA,0,NA,572.51865
Hombre,73,Espana,ES41,2 adultos sin niños,En propiedad,000,1.5,19873.5,0,0,NA,470.3644
Mujer,70,Espana,ES41,2 adultos sin niños,En propiedad,100,1.5,19873.5,0,0,NA,470.3644
Hombre,59,Espana,ES41,Otros hogares,En propiedad,100,2,42313.7,70.8,0,Moderadamente buena,614.28015
Mujer,58,Espana,ES41,Otros hogares,En propiedad,500,2,42313.7,15691.6,0,Muy mala,614.28015
Hombre,30,Espana,ES41,Otros hogares,En propiedad,500,2,42313.7,13919.3,0,Moderadamente buena,614.28015
Hombre,78,Espana,ES41,2 adultos sin niños,En propiedad,300,1.5,20034.8,0,0,NA,442.00733
Mujer,73,Espana,ES41,2 adultos sin niños,En propiedad,000,1.5,20034.8,0,0,NA,442.00733
Mujer,74,Espana,ES41,2 adultos sin niños,En propiedad,100,1.5,17142.6,0,0,NA,723.7164
Hombre,46,Espana,ES41,2 adultos sin niños,En propiedad,200,1.5,17142.6,9382,0,Buena,723.7164
Hombre,64,Espana,ES41,2 adultos sin niños,En propiedad,000,1.5,9099.6,0,1,NA,700.2286
Mujer,63,Espana,ES41,2 adultos sin niños,En propiedad,000,1.5,9099.6,0,1,NA,700.2286
Hombre,73,Espana,ES41,Otros hogares,En propiedad,100,2.8,47518.75,0,0,NA,424.01755000000003
Mujer,69,Espana,ES41,Otros hogares,En propiedad,100,2.8,47518.75,0,0,NA,424.01755000000003
Mujer,39,Espana,ES41,Otros hogares,En propiedad,200,2.8,47518.75,2614.5,0,Moderadamente buena,424.01755000000003
Mujer,19,Espana,ES41,Otros hogares,En propiedad,200,2.8,47518.75,5404.75,0,NA,424.01755000000003
Hombre,1,NA,ES41,Otros hogares,En propiedad,NA,2.8,47518.75,NA,0,NA,424.01755000000003
Hombre,25,Espana,ES41,Biparental con niños/as,En propiedad,200,1.8,8948.3,1234.3,1,NA,591.20546
Mujer,25,Espana,ES41,Biparental con niños/as,En propiedad,200,1.8,8948.3,0,1,NA,591.20546
Hombre,3,NA,ES41,Biparental con niños/as,En propiedad,NA,1.8,8948.3,NA,1,NA,591.20546
Mujer,67,Espana,ES41,Unipersonal,En propiedad,200,1,8623,0,1,NA,608.6893
Hombre,83,Espana,ES41,Otros hogares,En propiedad,100,2.6,33222.1,0,0,NA,231.9944
Mujer,39,Espana,ES41,Otros hogares,En propiedad,200,2.6,33222.1,0,0,Moderadamente buena,231.9944
Hombre,42,Espana,ES41,Otros hogares,En propiedad,200,2.6,33222.1,15293.1,0,Moderadamente buena,231.9944
Mujer,11,NA,ES41,Otros hogares,En propiedad,NA,2.6,33222.1,NA,0,NA,231.9944
Mujer,5,NA,ES41,Otros hogares,En propiedad,NA,2.6,33222.1,NA,0,NA,231.9944
Mujer,59,Espana,ES41,2 adultos sin niños,En propiedad,500,1.5,50865.6,19635.5,0,Moderadamente buena,418.33631
Mujer,86,Espana,ES41,2 adultos sin niños,En propiedad,100,1.5,50865.6,0,0,NA,418.33631
Mujer,86,Espana,ES41,2 adultos sin niños,En propiedad,100,1.5,27596.7,0,0,NA,427.7348
Hombre,86,Espana,ES41,2 adultos sin niños,En propiedad,300,1.5,27596.7,0,0,NA,427.7348
Hombre,47,Espana,ES41,Biparental con niños/as,En alquiler,500,2.1,14206,13865.1,1,Moderadamente buena,551.10307
Mujer,41,Extranjero (resto UE),ES41,Biparental con niños/as,En alquiler,100,2.1,14206,319.1,1,Moderadamente buena,551.10307
Hombre,12,NA,ES41,Biparental con niños/as,En alquiler,NA,2.1,14206,NA,1,NA,551.10307
Hombre,12,NA,ES41,Biparental con niños/as,En alquiler,NA,2.1,14206,NA,1,NA,551.10307
Mujer,80,Espana,ES41,Unipersonal,En propiedad,500,1,4305.5,0,1,NA,569.65529
Hombre,39,Espana,ES41,Biparental con niños/as,En alquiler,100,2.3,13076.93,11056.2,1,Buena,308.50185
Mujer,19,Extranjero (resto mundo),ES41,Biparental con niños/as,En alquiler,100,2.3,13076.93,2020.73,1,NA,308.50185
Hombre,18,Extranjero (resto mundo),ES41,Biparental con niños/as,En alquiler,100,2.3,13076.93,0,1,NA,308.50185
Mujer,1,NA,ES41,Biparental con niños/as,En alquiler,NA,2.3,13076.93,NA,1,NA,308.50185
Hombre,57,Espana,ES41,Biparental con niños/as,En propiedad,000,2,41787.4,0,0,Moderadamente buena,440.70722
Mujer,59,Espana,ES41,Biparental con niños/as,En propiedad,100,2,41787.4,0,0,Moderadamente buena,440.70722
Mujer,24,Espana,ES41,Biparental con niños/as,En propiedad,344,2,41787.4,4508,0,NA,440.70722
Mujer,53,Espana,ES41,Monomarental con niños/as,En propiedad,500,1.8,40139.6,36162.2,0,Buena,143.56954
Hombre,19,Espana,ES41,Monomarental con niños/as,En propiedad,344,1.8,40139.6,0,0,NA,143.56954
Mujer,9,NA,ES41,Monomarental con niños/as,En propiedad,NA,1.8,40139.6,NA,0,NA,143.56954
Hombre,59,Espana,ES41,Otros hogares,En propiedad,500,2.5,83075.8,23637.6,0,Buena,1128.22535
Mujer,60,Espana,ES41,Otros hogares,En propiedad,500,2.5,83075.8,30172.9,0,NA,1128.22535
Mujer,28,Espana,ES41,Otros hogares,En propiedad,500,2.5,83075.8,19854.1,0,Muy buena,1128.22535
Mujer,26,Espana,ES41,Otros hogares,En propiedad,500,2.5,83075.8,5884.5,0,Muy buena,1128.22535
Mujer,52,Espana,ES41,2 adultos sin niños,En propiedad,100,1.5,30936.5,12117.6,0,Moderadamente mala,366.11674
Hombre,24,Espana,ES41,2 adultos sin niños,En propiedad,354,1.5,30936.5,17630.4,0,NA,366.11674
Hombre,77,Espana,ES41,2 adultos sin niños,En propiedad,500,1.5,56299.1,0,0,NA,442.00733
Mujer,74,Espana,ES41,2 adultos sin niños,En propiedad,500,1.5,56299.1,0,0,NA,442.00733
Hombre,64,Espana,ES41,2 adultos sin niños,En propiedad,500,1.5,32534.7,32742,0,NA,588.8268
Mujer,67,Espana,ES41,2 adultos sin niños,En propiedad,300,1.5,32534.7,0,0,NA,588.8268
Mujer,79,Espana,ES41,2 adultos sin niños,En propiedad,300,1.5,24970.1,0,0,NA,1053.37975
Mujer,50,Espana,ES41,2 adultos sin niños,En propiedad,100,1.5,24970.1,0,0,Buena,1053.37975
Hombre,29,Espana,ES41,2 adultos sin niños,En alquiler,500,1.5,33424.7,20745.2,0,Buena,1964.20647
Mujer,32,Espana,ES41,2 adultos sin niños,En alquiler,500,1.5,33424.7,11720.1,0,Moderadamente buena,1964.20647
Hombre,39,Espana,ES41,Biparental con niños/as,En propiedad,500,2.1,45489.7,35147.1,0,Buena,352.63012
Mujer,36,Espana,ES41,Biparental con niños/as,En propiedad,500,2.1,45489.7,0,0,Buena,352.63012
Mujer,5,NA,ES41,Biparental con niños/as,En propiedad,NA,2.1,45489.7,NA,0,NA,352.63012
Hombre,3,NA,ES41,Biparental con niños/as,En propiedad,NA,2.1,45489.7,NA,0,NA,352.63012
Mujer,60,Espana,ES41,Unipersonal,En alquiler,300,1,20752.72,19258.87,0,NA,543.88225
Mujer,46,Extranjero (resto mundo),ES41,Biparental con niños/as,En alquiler,100,2,2627.1,899.7,1,Moderadamente buena,686.37636
Mujer,22,Extranjero (resto mundo),ES41,Biparental con niños/as,En alquiler,344,2,2627.1,1727.4,1,NA,686.37636
Hombre,17,Espana,ES41,Biparental con niños/as,En alquiler,200,2,2627.1,0,1,NA,686.37636
Mujer,68,Espana,ES41,Unipersonal,En alquiler,100,1,9810.1,0,0,NA,608.6893
Hombre,71,Espana,ES41,Otros hogares,En propiedad,100,2,48598.8,0,0,NA,620.75794
Mujer,69,Espana,ES41,Otros hogares,En propiedad,100,2,48598.8,0,0,NA,620.75794
Hombre,38,Espana,ES41,Otros hogares,En propiedad,300,2,48598.8,20788.5,0,Moderadamente buena,620.75794
Hombre,37,Extranjero (resto mundo),ES41,Biparental con niños/as,En alquiler,200,1.8,21869.1,13193.1,0,Buena,748.63549
Mujer,30,Espana,ES41,Biparental con niños/as,En alquiler,500,1.8,21869.1,1199.6,0,Moderadamente buena,748.63549
Mujer,2,NA,ES41,Biparental con niños/as,En alquiler,NA,1.8,21869.1,NA,0,NA,748.63549
Mujer,80,Espana,ES41,2 adultos sin niños,En propiedad,000,1.5,17077.5,0,0,NA,701.13642
Hombre,52,Espana,ES41,2 adultos sin niños,En propiedad,100,1.5,17077.5,0,0,Moderadamente buena,701.13642
Hombre,74,Espana,ES41,2 adultos sin niños,En propiedad,100,1.5,25368.9,0,0,NA,470.3644
Mujer,71,Espana,ES41,2 adultos sin niños,En propiedad,100,1.5,25368.9,0,0,NA,470.3644
Hombre,67,Espana,ES41,2 adultos sin niños,En propiedad,100,1.5,25812.2,0,0,NA,559.30778
Mujer,62,Espana,ES41,2 adultos sin niños,En propiedad,300,1.5,25812.2,0,0,NA,559.30778
Mujer,78,Espana,ES41,Unipersonal,En propiedad,500,1,31151.1,0,0,NA,569.65529
Hombre,60,Espana,ES41,Otros hogares,En propiedad,500,3,94671.4,39734.4,0,NA,224.78226
Mujer,54,Espana,ES41,Otros hogares,En propiedad,500,3,94671.4,40578.4,0,Moderadamente buena,224.78226
Hombre,23,Espana,ES41,Otros hogares,En propiedad,344,3,94671.4,0,0,NA,224.78226
Hombre,20,Espana,ES41,Otros hogares,En propiedad,344,3,94671.4,0,0,NA,224.78226
Mujer,79,Espana,ES41,Otros hogares,En propiedad,300,3,94671.4,0,0,NA,224.78226
Hombre,83,Espana,ES41,2 adultos sin niños,En propiedad,500,1.5,47846.7,0,0,NA,427.7348
Mujer,86,Espana,ES41,2 adultos sin niños,En propiedad,500,1.5,47846.7,0,0,NA,427.7348
Mujer,51,Espana,ES41,Monomarental con niños/as,En propiedad,500,2,10431.4,8511.3,1,Moderadamente buena,201.80134
Hombre,18,Espana,ES41,Monomarental con niños/as,En propiedad,344,2,10431.4,0,1,NA,201.80134
Hombre,16,NA,ES41,Monomarental con niños/as,En propiedad,NA,2,10431.4,NA,1,NA,201.80134
Hombre,72,Espana,ES41,2 adultos sin niños,En alquiler,200,1.5,15148.8,0,0,NA,470.3644
Mujer,69,Espana,ES41,2 adultos sin niños,En alquiler,300,1.5,15148.8,0,0,NA,470.3644
Hombre,57,Espana,ES41,Biparental con niños/as,En propiedad,500,2.5,87904.4,44415.7,0,Moderadamente buena,493.19456
Mujer,58,Espana,ES41,Biparental con niños/as,En propiedad,500,2.5,87904.4,33536.1,0,Buena,493.19456
Hombre,23,Espana,ES41,Biparental con niños/as,En propiedad,500,2.5,87904.4,80.9,0,NA,493.19456
Mujer,23,Espana,ES41,Biparental con niños/as,En propiedad,500,2.5,87904.4,5174.5,0,NA,493.19456
Hombre,70,Espana,ES41,2 adultos sin niños,En propiedad,200,1.5,24240.1,0,0,NA,470.3644
Mujer,69,Espana,ES41,2 adultos sin niños,En propiedad,200,1.5,24240.1,0,0,NA,470.3644
Hombre,77,Espana,ES41,2 adultos sin niños,En alquiler,300,1.5,25474.8,0,0,NA,442.00733
Mujer,75,Espana,ES41,2 adultos sin niños,En alquiler,500,1.5,25474.8,0,0,NA,442.00733
Mujer,46,Espana,ES41,Monomarental con niños/as,En alquiler,500,1.6,17557.1,12423.1,0,Moderadamente buena,518.47162
Mujer,10,NA,ES41,Monomarental con niños/as,En alquiler,NA,1.6,17557.1,NA,0,NA,518.47162
Hombre,13,NA,ES41,Monomarental con niños/as,En alquiler,NA,1.6,17557.1,NA,0,NA,518.47162
Hombre,86,Espana,ES41,2 adultos sin niños,En propiedad,000,1.5,25797.3,0,0,NA,427.7348
Mujer,86,Espana,ES41,2 adultos sin niños,En propiedad,000,1.5,25797.3,0,0,NA,427.7348
Hombre,59,Espana,ES41,Otros hogares,En propiedad,300,2,43855.3,0,0,Buena,614.28015
Mujer,59,Espana,ES41,Otros hogares,En propiedad,500,2,43855.3,28604.3,0,Moderadamente buena,614.28015
Hombre,31,Espana,ES41,Otros hogares,En propiedad,500,2,43855.3,11511.4,0,Buena,614.28015
Mujer,69,Espana,ES41,Unipersonal,En propiedad,300,1,22021.6,0,0,NA,608.6893
Hombre,69,Espana,ES41,Unipersonal,En propiedad,300,1,8380.9,0,1,NA,643.43449
Mujer,42,Espana,ES41,Biparental con niños/as,En propiedad,500,2.1,46087,14939.2,0,Moderadamente buena,352.63012
Hombre,43,Espana,ES41,Biparental con niños/as,En propiedad,500,2.1,46087,0,0,Buena,352.63012
Mujer,6,NA,ES41,Biparental con niños/as,En propiedad,NA,2.1,46087,NA,0,NA,352.63012
Hombre,1,NA,ES41,Biparental con niños/as,En propiedad,NA,2.1,46087,NA,0,NA,352.63012
Hombre,50,Espana,ES41,Biparental con niños/as,En propiedad,100,1.8,18483.7,13847.5,0,Muy mala,812.72181
Mujer,48,Espana,ES41,Biparental con niños/as,En propiedad,100,1.8,18483.7,0,0,Moderadamente buena,812.72181
Mujer,12,NA,ES41,Biparental con niños/as,En propiedad,NA,1.8,18483.7,NA,0,NA,812.72181
Mujer,75,Espana,ES41,Unipersonal,En propiedad,300,1,10056,0,0,NA,608.6893
Hombre,65,Espana,ES41,Otros hogares,En propiedad,300,2,40092.5,8596.1,0,NA,677.0673
Mujer,66,Espana,ES41,Otros hogares,En propiedad,200,2,40092.5,0,0,NA,677.0673
Hombre,26,Espana,ES41,Otros hogares,En propiedad,500,2,40092.5,5574.1,0,Moderadamente buena,677.0673
Hombre,66,Espana,ES41,Otros hogares,En propiedad,500,2.5,97665.9,42603.9,0,NA,471.60357
Mujer,63,Espana,ES41,Otros hogares,En propiedad,500,2.5,97665.9,33004.2,0,NA,471.60357
Mujer,86,Espana,ES41,Otros hogares,En propiedad,100,2.5,97665.9,0,0,NA,471.60357
Hombre,23,Espana,ES41,Otros hogares,En propiedad,354,2.5,97665.9,1278.3,0,NA,471.60357
Mujer,69,Espana,ES41,2 adultos sin niños,En propiedad,000,1.5,42909.1,0,0,NA,532.81525
Hombre,48,Espana,ES41,2 adultos sin niños,En propiedad,200,1.5,42909.1,0,0,Buena,532.81525
Hombre,62,Espana,ES41,Otros hogares,En propiedad,100,2,41405.3,0,0,NA,511.3082
Mujer,60,Espana,ES41,Otros hogares,En propiedad,100,2,41405.3,12362.9,0,NA,511.3082
Hombre,38,Espana,ES41,Otros hogares,En propiedad,200,2,41405.3,8859.2,0,Moderadamente buena,511.3082
Hombre,31,Espana,ES41,2 adultos sin niños,En propiedad,354,1.5,35406.6,0,0,Moderadamente buena,556.38143
Mujer,24,Espana,ES41,2 adultos sin niños,En propiedad,200,1.5,35406.6,8374.2,0,NA,556.38143
Hombre,74,Espana,ES41,2 adultos sin niños,En propiedad,500,1.5,11150.5,0,1,NA,334.92434
Mujer,76,Espana,ES41,2 adultos sin niños,En propiedad,100,1.5,11150.5,0,1,NA,334.92434
Mujer,62,Extranjero (resto mundo),ES41,Otros hogares,En propiedad,000,2,19437,0,0,NA,312.99258
Hombre,20,Espana,ES41,Otros hogares,En propiedad,200,2,19437,5926.3,0,NA,312.99258
Mujer,19,Espana,ES41,Otros hogares,En propiedad,200,2,19437,1259.6,0,NA,312.99258
Hombre,75,Espana,ES41,2 adultos sin niños,En propiedad,100,1.5,30274.7,0,0,NA,346.29218
Mujer,72,Espana,ES41,2 adultos sin niños,En propiedad,100,1.5,30274.7,0,0,NA,346.29218
Hombre,61,Espana,ES41,2 adultos sin niños,En propiedad,500,1.5,8024.59,0,1,NA,409.79226
Mujer,58,Espana,ES41,2 adultos sin niños,En propiedad,300,1.5,8024.59,0,1,Muy mala,409.79226
Hombre,55,Espana,ES41,Otros hogares,En propiedad,300,2,20758.6,12625.8,0,Moderadamente buena,396.83116
Mujer,51,Espana,ES41,Otros hogares,En propiedad,500,2,20758.6,6674.9,0,Moderadamente buena,396.83116
Mujer,23,Espana,ES41,Otros hogares,En propiedad,500,2,20758.6,1457.9,0,NA,396.83116
Hombre,30,Espana,ES41,Unipersonal,En propiedad,500,1,48874.8,0,0,Buena,1202.29429
Mujer,21,Extranjero (resto mundo),ES41,Unipersonal,En alquiler,344,1,1717.5,2862.5,1,NA,450.20353
Hombre,75,Espana,ES41,Otros hogares,En propiedad,500,2,49732.3,0,0,NA,457.01507
Mujer,74,Espana,ES41,Otros hogares,En propiedad,100,2,49732.3,0,0,NA,457.01507
Hombre,45,Espana,ES41,Otros hogares,En propiedad,300,2,49732.3,19869.4,0,Buena,457.01507
Hombre,52,Espana,ES41,Biparental con niños/as,En propiedad,500,2.1,41324,18815.1,0,Buena,589.3853
Mujer,48,Espana,ES41,Biparental con niños/as,En propiedad,500,2.1,41324,22093,0,Buena,589.3853
Hombre,13,NA,ES41,Biparental con niños/as,En propiedad,NA,2.1,41324,NA,0,NA,589.3853
Hombre,10,NA,ES41,Biparental con niños/as,En propiedad,NA,2.1,41324,NA,0,NA,589.3853
Mujer,48,Espana,ES41,Biparental con niños/as,En propiedad,500,2.3,21840.86,1364.2,0,Buena,323.4391
Hombre,53,Espana,ES41,Biparental con niños/as,En propiedad,200,2.3,21840.86,0,0,Buena,323.4391
Hombre,18,Espana,ES41,Biparental con niños/as,En propiedad,200,2.3,21840.86,1811.35,0,NA,323.4391
Mujer,11,NA,ES41,Biparental con niños/as,En propiedad,NA,2.3,21840.86,NA,0,NA,323.4391
Hombre,51,Espana,ES41,Biparental con niños/as,En propiedad,300,2.3,26788,24647.3,0,Moderadamente mala,323.4391
Mujer,49,Espana,ES41,Biparental con niños/as,En propiedad,500,2.3,26788,0,0,Moderadamente mala,323.4391
Hombre,17,Espana,ES41,Biparental con niños/as,En propiedad,200,2.3,26788,0,0,NA,323.4391
Mujer,9,NA,ES41,Biparental con niños/as,En propiedad,NA,2.3,26788,NA,0,NA,323.4391
Mujer,52,Espana,ES41,Unipersonal,En alquiler,200,1,18385.6,17874.4,0,Moderadamente buena,160.56298
Mujer,46,Extranjero (resto UE),ES41,Biparental con niños/as,En propiedad,500,1.8,39268.6,9321.4,0,Muy buena,1284.80915
Hombre,37,Espana,ES41,Biparental con niños/as,En propiedad,500,1.8,39268.6,29603.6,0,Buena,1284.80915
Hombre,8,NA,ES41,Biparental con niños/as,En propiedad,NA,1.8,39268.6,NA,0,NA,1284.80915
Mujer,31,Espana,ES41,Biparental con niños/as,En propiedad,500,1.8,28202.4,15628.3,0,Buena,1223.51332
Hombre,34,Espana,ES41,Biparental con niños/as,En propiedad,500,1.8,28202.4,6097.1,0,Moderadamente buena,1223.51332
Mujer,2,NA,ES41,Biparental con niños/as,En propiedad,NA,1.8,28202.4,NA,0,NA,1223.51332
Mujer,79,Espana,ES41,2 adultos sin niños,En propiedad,500,1.5,40670.5,0,0,NA,446.91097
Hombre,59,Espana,ES41,2 adultos sin niños,En propiedad,300,1.5,40670.5,10059.5,0,Moderadamente buena,446.91097
Hombre,49,Espana,ES41,Biparental con niños/as,En propiedad,300,2.3,29056.4,17359.1,0,Moderadamente mala,430.69048
Mujer,42,Espana,ES41,Biparental con niños/as,En propiedad,300,2.3,29056.4,11524.8,0,Muy buena,430.69048
Mujer,15,NA,ES41,Biparental con niños/as,En propiedad,NA,2.3,29056.4,NA,0,NA,430.69048
Mujer,7,NA,ES41,Biparental con niños/as,En propiedad,NA,2.3,29056.4,NA,0,NA,430.69048
Hombre,40,Espana,ES41,Biparental con niños/as,En propiedad,500,2.1,46040.7,29472,0,Buena,480.72284
Mujer,38,Espana,ES41,Biparental con niños/as,En propiedad,500,2.1,46040.7,0,0,Buena,480.72284
Hombre,5,NA,ES41,Biparental con niños/as,En propiedad,NA,2.1,46040.7,NA,0,NA,480.72284
Mujer,1,NA,ES41,Biparental con niños/as,En propiedad,NA,2.1,46040.7,NA,0,NA,480.72284
Hombre,46,Espana,ES41,Biparental con niños/as,En propiedad,300,2.5,45409.9,17048.1,0,Buena,964.4659
Mujer,43,Espana,ES41,Biparental con niños/as,En propiedad,500,2.5,45409.9,12359.2,0,Buena,964.4659
Hombre,23,Espana,ES41,Biparental con niños/as,En propiedad,500,2.5,45409.9,16142,0,NA,964.4659
Hombre,15,NA,ES41,Biparental con niños/as,En propiedad,NA,2.5,45409.9,NA,0,NA,964.4659
Hombre,44,Espana,ES41,Biparental con niños/as,En propiedad,100,2.1,38477,15923.4,0,Mala,699.74799
Mujer,49,Espana,ES41,Biparental con niños/as,En propiedad,500,2.1,38477,20746.4,0,Moderadamente mala,699.74799
Hombre,13,NA,ES41,Biparental con niños/as,En propiedad,NA,2.1,38477,NA,0,NA,699.74799
Mujer,9,NA,ES41,Biparental con niños/as,En propiedad,NA,2.1,38477,NA,0,NA,699.74799
Hombre,56,Espana,ES41,Otros hogares,En propiedad,100,2.5,36279.4,17703.5,0,Moderadamente mala,684.97657
Mujer,52,Espana,ES41,Otros hogares,En propiedad,300,2.5,36279.4,0,0,Moderadamente mala,684.97657
Hombre,23,Espana,ES41,Otros hogares,En propiedad,500,2.5,36279.4,6941.1,0,NA,684.97657
Hombre,26,Espana,ES41,Otros hogares,En propiedad,500,2.5,36279.4,6999.1,0,Moderadamente buena,684.97657
