sexo,edad,nacionalidad,ccaa,tipo_hogar,regimen_vivienda,nivel_educativo,unidades_consumo,renta_hogar,ingresos_anuales,riesgo_pobreza,situacion_economica_infancia,pesos
Hombre,45,Espana,ES62,Unipersonal,En propiedad,500,1,14106.6,14232.6,0,Buena,1449.21749
Mujer,57,Espana,ES22,Otros hogares,En propiedad,300,2,49183.5,693,0,Mala,368.49089
Hombre,60,Espana,ES22,Otros hogares,En propiedad,300,2,49183.5,29056.8,0,NA,368.49089
Mujer,28,Espana,ES22,Otros hogares,En propiedad,500,2,49183.5,14783.3,0,Buena,368.49089
Hombre,45,Espana,ES22,Biparental con niños/as,En propiedad,200,2.1,36737.7,27156.8,0,Moderadamente mala,795.71094
Mujer,45,Espana,ES22,Biparental con niños/as,En propiedad,300,2.1,36737.7,5449.7,0,Moderadamente mala,795.71094
Mujer,12,NA,ES22,Biparental con niños/as,En propiedad,NA,2.1,36737.7,NA,0,NA,795.71094
Mujer,12,NA,ES22,Biparental con niños/as,En propiedad,NA,2.1,36737.7,NA,0,NA,795.71094
Hombre,41,Extranjero (resto UE),ES22,Biparental con niños/as,En propiedad,500,2.3,34319.5,15556.5,0,Buena,181.04658
Mujer,40,Extranjero (resto UE),ES22,Biparental con niños/as,En propiedad,500,2.3,34319.5,17573.4,0,Buena,181.04658
Mujer,19,Extranjero (resto UE),ES22,Biparental con niños/as,En propiedad,344,2.3,34319.5,0,0,NA,181.04658
Hombre,9,NA,ES22,Biparental con niños/as,En propiedad,NA,2.3,34319.5,NA,0,NA,181.04658
Mujer,49,Espana,ES22,Biparental con niños/as,En propiedad,500,1.8,52541.89,22642.2,0,Moderadamente mala,863.13699
Hombre,49,Espana,ES22,Biparental con niños/as,En propiedad,500,1.8,52541.89,30023.8,0,Moderadamente buena,863.13699
Mujer,11,NA,ES22,Biparental con niños/as,En propiedad,NA,1.8,52541.89,NA,0,NA,863.13699
Hombre,39,Extranjero (resto mundo),ES22,Biparental con niños/as,En propiedad,500,2.1,42156.5,25632.7,0,Buena,584.53191
Mujer,40,Espana,ES22,Biparental con niños/as,En propiedad,300,2.1,42156.5,16519.8,0,Buena,584.53191
Mujer,12,NA,ES22,Biparental con niños/as,En propiedad,NA,2.1,42156.5,NA,0,NA,584.53191
Hombre,9,NA,ES22,Biparental con niños/as,En propiedad,NA,2.1,42156.5,NA,0,NA,584.53191
Mujer,45,Espana,ES22,Biparental con niños/as,En propiedad,500,2.1,26251.7,9396.6,0,Buena,584.53191
Hombre,43,Espana,ES22,Biparental con niños/as,En propiedad,300,2.1,26251.7,15773.9,0,Moderadamente buena,584.53191
Mujer,10,NA,ES22,Biparental con niños/as,En propiedad,NA,2.1,26251.7,NA,0,NA,584.53191
Hombre,8,NA,ES22,Biparental con niños/as,En propiedad,NA,2.1,26251.7,NA,0,NA,584.53191
Hombre,46,Espana,ES22,Biparental con niños/as,En propiedad,500,2.4,67117.5,39174.3,0,Moderadamente mala,503.97253
Mujer,43,Espana,ES22,Biparental con niños/as,En propiedad,500,2.4,67117.5,29798.7,0,Buena,503.97253
Hombre,8,NA,ES22,Biparental con niños/as,En propiedad,NA,2.4,67117.5,NA,0,NA,503.97253
Hombre,6,NA,ES22,Biparental con niños/as,En propiedad,NA,2.4,67117.5,NA,0,NA,503.97253
Mujer,4,NA,ES22,Biparental con niños/as,En propiedad,NA,2.4,67117.5,NA,0,NA,503.97253
Hombre,43,Extranjero (resto mundo),ES22,Biparental con niños/as,En alquiler,000,2.3,17794.3,0,1,Mala,353.6555
Mujer,36,Extranjero (resto mundo),ES22,Biparental con niños/as,En alquiler,000,2.3,17794.3,0,1,Mala,353.6555
Hombre,1,NA,ES22,Biparental con niños/as,En alquiler,NA,2.3,17794.3,NA,1,NA,353.6555
Hombre,15,NA,ES22,Biparental con niños/as,En alquiler,NA,2.3,17794.3,NA,1,NA,353.6555
Hombre,36,Espana,ES22,2 adultos sin niños,En propiedad,500,1.5,48412.8,31027.3,0,Buena,1070.93777
Mujer,36,Espana,ES22,2 adultos sin niños,En propiedad,500,1.5,48412.8,16885.1,0,Buena,1070.93777
Mujer,77,Espana,ES22,Unipersonal,En propiedad,100,1,11281,0,0,NA,2179.75838
Hombre,41,Espana,ES22,Unipersonal,En propiedad,200,1,22694.6,19607.7,0,Buena,699.21357
Hombre,39,Espana,ES22,Biparental con niños/as,En propiedad,300,1.8,36255.4,15854,0,Moderadamente buena,865.14959
Mujer,38,Espana,ES22,Biparental con niños/as,En propiedad,500,1.8,36255.4,18085.3,0,Buena,865.14959
Hombre,8,NA,ES22,Biparental con niños/as,En propiedad,NA,1.8,36255.4,NA,0,NA,865.14959
Hombre,47,Extranjero (resto mundo),ES22,Biparental con niños/as,En propiedad,200,2.1,20875.2,14732.8,0,Buena,375.21636
Mujer,36,Extranjero (resto mundo),ES22,Biparental con niños/as,En propiedad,000,2.1,20875.2,0,0,Buena,375.21636
Mujer,10,NA,ES22,Biparental con niños/as,En propiedad,NA,2.1,20875.2,NA,0,NA,375.21636
Hombre,7,NA,ES22,Biparental con niños/as,En propiedad,NA,2.1,20875.2,NA,0,NA,375.21636
Hombre,52,Espana,ES22,Biparental con niños/as,En alquiler,200,2.5,36628.58,16129.5,0,Moderadamente buena,1288.84364
Mujer,43,Extranjero (resto mundo),ES22,Biparental con niños/as,En alquiler,300,2.5,36628.58,4778.45,0,Mala,1288.84364
Hombre,20,Extranjero (resto mundo),ES22,Biparental con niños/as,En alquiler,344,2.5,36628.58,15540.23,0,NA,1288.84364
Mujer,18,Extranjero (resto mundo),ES22,Biparental con niños/as,En alquiler,200,2.5,36628.58,0,0,NA,1288.84364
Mujer,63,Espana,ES22,Otros hogares,En propiedad,300,2,39674.1,0,0,NA,4775.33061
Hombre,66,Espana,ES22,Otros hogares,En propiedad,200,2,39674.1,0,0,NA,4775.33061
Hombre,31,Espana,ES22,Otros hogares,En propiedad,344,2,39674.1,24068.9,0,Buena,4775.33061
Mujer,60,Espana,ES22,2 adultos sin niños,En propiedad,300,1.5,21412.6,0,0,NA,822.5479
Mujer,33,Espana,ES22,2 adultos sin niños,En propiedad,354,1.5,21412.6,0,0,Buena,822.5479
Mujer,54,Espana,ES22,Unipersonal,En propiedad,200,1,7026.8,0,1,Moderadamente buena,683.41581
Mujer,60,Espana,ES22,Unipersonal,En alquiler,300,1,10308,0,0,NA,464.22424
Mujer,58,Espana,ES22,Otros hogares,En propiedad,500,2.5,53867.9,6683.1,0,Moderadamente mala,2191.62358
Hombre,61,Espana,ES22,Otros hogares,En propiedad,500,2.5,53867.9,19615.9,0,NA,2191.62358
Hombre,24,Espana,ES22,Otros hogares,En propiedad,500,2.5,53867.9,11210.1,0,NA,2191.62358
Mujer,22,Espana,ES22,Otros hogares,En propiedad,500,2.5,53867.9,11004.4,0,NA,2191.62358
Hombre,43,Espana,ES22,Biparental con niños/as,En propiedad,500,2.1,70304.6,0,0,Buena,795.71094
Mujer,44,Espana,ES22,Biparental con niños/as,En propiedad,500,2.1,70304.6,5809.3,0,Buena,795.71094
Mujer,11,NA,ES22,Biparental con niños/as,En propiedad,NA,2.1,70304.6,NA,0,NA,795.71094
Mujer,8,NA,ES22,Biparental con niños/as,En propiedad,NA,2.1,70304.6,NA,0,NA,795.71094
Hombre,42,Espana,ES22,Unipersonal,En propiedad,300,1,23938.6,21843.4,0,Buena,699.21357
Hombre,67,Espana,ES22,Otros hogares,En alquiler,200,2,54795.8,7422.5,0,NA,1195.50005
Hombre,62,Espana,ES22,Otros hogares,En alquiler,300,2,54795.8,2685.8,0,NA,1195.50005
Mujer,26,Espana,ES22,Otros hogares,En alquiler,500,2,54795.8,15147.6,0,Moderadamente buena,1195.50005
Mujer,31,Espana,ES22,Monomarental con niños/as,En alquiler,344,1.6,8785.7,8598,1,Muy buena,364.74329
Mujer,11,NA,ES22,Monomarental con niños/as,En alquiler,NA,1.6,8785.7,NA,1,NA,364.74329
Hombre,6,NA,ES22,Monomarental con niños/as,En alquiler,NA,1.6,8785.7,NA,1,NA,364.74329
Hombre,44,Espana,ES22,Unipersonal,En alquiler,300,1,15418.12,14021.6,0,Buena,304.68146
Hombre,45,Espana,ES22,Biparental con niños/as,En propiedad,500,2.1,56304.6,22530.7,0,Muy mala,429.31113
Mujer,42,Espana,ES22,Biparental con niños/as,En propiedad,500,2.1,56304.6,32571.4,0,Buena,429.31113
Hombre,11,NA,ES22,Biparental con niños/as,En propiedad,NA,2.1,56304.6,NA,0,NA,429.31113
Hombre,10,NA,ES22,Biparental con niños/as,En propiedad,NA,2.1,56304.6,NA,0,NA,429.31113
Hombre,45,Espana,ES22,Biparental con niños/as,En propiedad,300,2.1,39107.9,20408,0,Buena,795.71094
Mujer,44,Espana,ES22,Biparental con niños/as,En propiedad,500,2.1,39107.9,13758,0,Buena,795.71094
Mujer,3,NA,ES22,Biparental con niños/as,En propiedad,NA,2.1,39107.9,NA,0,NA,795.71094
Mujer,6,NA,ES22,Biparental con niños/as,En propiedad,NA,2.1,39107.9,NA,0,NA,795.71094
Hombre,64,Espana,ES22,2 adultos sin niños,En propiedad,500,1.5,47680.7,0,0,NA,180.32123
Mujer,59,Espana,ES22,2 adultos sin niños,En propiedad,500,1.5,47680.7,28325.5,0,Buena,180.32123
Mujer,86,Espana,ES22,Unipersonal,En propiedad,000,1,11417.7,0,0,NA,1392.82665
Mujer,41,Espana,ES22,Biparental con niños/as,En propiedad,500,1.8,50025.1,19198.8,0,Moderadamente buena,944.18532
Hombre,51,Espana,ES22,Biparental con niños/as,En propiedad,200,1.8,50025.1,30453.1,0,Moderadamente buena,944.18532
Hombre,2,NA,ES22,Biparental con niños/as,En propiedad,NA,1.8,50025.1,NA,0,NA,944.18532
Hombre,76,Espana,ES22,Unipersonal,En propiedad,100,1,24288.5,0,0,NA,1065.71026
Mujer,41,Espana,ES22,Otros hogares,En propiedad,500,2.6,56909.3,28600.8,0,Buena,894.93562
Hombre,48,Espana,ES22,Otros hogares,En propiedad,200,2.6,56909.3,19348.2,0,Moderadamente mala,894.93562
Mujer,81,Espana,ES22,Otros hogares,En propiedad,000,2.6,56909.3,0,0,NA,894.93562
Hombre,9,NA,ES22,Otros hogares,En propiedad,NA,2.6,56909.3,NA,0,NA,894.93562
Hombre,7,NA,ES22,Otros hogares,En propiedad,NA,2.6,56909.3,NA,0,NA,894.93562
Hombre,86,Espana,ES22,Unipersonal,En propiedad,000,1,13537.5,0,0,NA,480.53454
Hombre,58,Espana,ES22,Otros hogares,En propiedad,200,3,54321.7,46742.2,0,Moderadamente buena,1186.53092
Mujer,58,Espana,ES22,Otros hogares,En propiedad,200,3,54321.7,0,0,Moderadamente buena,1186.53092
Mujer,27,Espana,ES22,Otros hogares,En propiedad,344,3,54321.7,0,0,Buena,1186.53092
Mujer,25,Espana,ES22,Otros hogares,En propiedad,500,3,54321.7,5414.5,0,NA,1186.53092
Hombre,23,Espana,ES22,Otros hogares,En propiedad,500,3,54321.7,330.1,0,NA,1186.53092
Hombre,31,Espana,ES22,Unipersonal,En propiedad,500,1,26517.7,27617,0,Buena,2893.19106
Hombre,85,Espana,ES22,2 adultos sin niños,En propiedad,100,1.5,39821.6,0,0,NA,355.11155
Mujer,33,Extranjero (resto mundo),ES22,2 adultos sin niños,En propiedad,100,1.5,39821.6,12600,0,Mala,355.11155
Mujer,26,Espana,ES22,Unipersonal,En alquiler,500,1,13920.2,11935.6,0,Moderadamente mala,356.50165
Hombre,55,Espana,ES22,Unipersonal,En propiedad,500,1,12510.1,0,0,Moderadamente buena,179.11519
Hombre,55,Espana,ES22,Unipersonal,En alquiler,200,1,10485.2,0,0,Moderadamente buena,179.11519
Hombre,53,Espana,ES22,Biparental con niños/as,En propiedad,300,2.1,46608.8,16760.6,0,Moderadamente buena,361.86029
Mujer,49,Espana,ES22,Biparental con niños/as,En propiedad,500,2.1,46608.8,28461.7,0,Buena,361.86029
Mujer,14,NA,ES22,Biparental con niños/as,En propiedad,NA,2.1,46608.8,NA,0,NA,361.86029
Hombre,10,NA,ES22,Biparental con niños/as,En propiedad,NA,2.1,46608.8,NA,0,NA,361.86029
Mujer,58,Espana,ES22,Otros hogares,En propiedad,500,3,140702.91,21810.4,0,Buena,1517.28448
Hombre,63,Espana,ES22,Otros hogares,En propiedad,500,3,140702.91,45706.5,0,NA,1517.28448
Hombre,26,Espana,ES22,Otros hogares,En propiedad,500,3,140702.91,12667.1,0,Buena,1517.28448
Mujer,22,Espana,ES22,Otros hogares,En propiedad,500,3,140702.91,1721.9,0,NA,1517.28448
Hombre,86,Espana,ES22,Otros hogares,En propiedad,500,3,140702.91,0,0,NA,1517.28448
Mujer,35,Espana,ES22,2 adultos sin niños,En alquiler,500,1.5,33073.4,21047.2,0,Moderadamente buena,531.02532
Mujer,33,Extranjero (resto mundo),ES22,2 adultos sin niños,En alquiler,354,1.5,33073.4,13793.7,0,Moderadamente buena,531.02532
Mujer,86,Espana,ES22,Unipersonal,En propiedad,100,1,12653.7,0,0,NA,1950.98461
Mujer,86,Espana,ES22,Unipersonal,En propiedad,100,1,12454,0,0,NA,1950.98461
Mujer,74,Espana,ES22,2 adultos sin niños,En propiedad,300,1.5,42230.9,0,0,NA,1463.64788
Hombre,77,Espana,ES22,2 adultos sin niños,En propiedad,200,1.5,42230.9,0,0,NA,1463.64788
Hombre,35,Espana,ES22,2 adultos sin niños,En propiedad,500,1.5,57514.6,30446.2,0,Buena,2650.99403
Mujer,35,Espana,ES22,2 adultos sin niños,En propiedad,500,1.5,57514.6,27770.5,0,Buena,2650.99403
Hombre,68,Espana,ES22,2 adultos sin niños,En propiedad,200,1.5,31778.2,0,0,NA,3133.76482
Mujer,71,Espana,ES22,2 adultos sin niños,En propiedad,300,1.5,31778.2,0,0,NA,3133.76482
Hombre,42,Espana,ES22,Biparental con niños/as,En propiedad,500,2.1,86913.9,21545.2,0,Moderadamente buena,818.77581
Mujer,40,Espana,ES22,Biparental con niños/as,En propiedad,500,2.1,86913.9,0,0,Moderadamente buena,818.77581
Mujer,10,NA,ES22,Biparental con niños/as,En propiedad,NA,2.1,86913.9,NA,0,NA,818.77581
Hombre,7,NA,ES22,Biparental con niños/as,En propiedad,NA,2.1,86913.9,NA,0,NA,818.77581
Hombre,74,Espana,ES22,2 adultos sin niños,En propiedad,500,1.5,37042.6,0,0,NA,3133.76482
Mujer,73,Espana,ES22,2 adultos sin niños,En propiedad,100,1.5,37042.6,0,0,NA,3133.76482
Hombre,54,Espana,ES22,Unipersonal,En propiedad,200,1,10562.2,9739.9,0,Moderadamente mala,179.11519
Mujer,66,Espana,ES22,2 adultos sin niños,En propiedad,300,1.5,86681.77,0,0,NA,325.62695
Hombre,65,Espana,ES22,2 adultos sin niños,En propiedad,500,1.5,86681.77,66814.3,0,NA,325.62695
Hombre,47,Espana,ES22,Biparental con niños/as,En propiedad,500,2.3,93413.5,47725.6,0,Buena,1150.85964
Mujer,46,Espana,ES22,Biparental con niños/as,En propiedad,500,2.3,93413.5,6994.8,0,Muy buena,1150.85964
Mujer,15,NA,ES22,Biparental con niños/as,En propiedad,NA,2.3,93413.5,NA,0,NA,1150.85964
Mujer,12,NA,ES22,Biparental con niños/as,En propiedad,NA,2.3,93413.5,NA,0,NA,1150.85964
Hombre,65,Espana,ES22,2 adultos sin niños,En propiedad,100,1.5,49917.1,52220.3,0,NA,264.42724
Mujer,62,Espana,ES22,2 adultos sin niños,En propiedad,100,1.5,49917.1,0,0,NA,264.42724
Hombre,54,Espana,ES22,Biparental con niños/as,En propiedad,200,2,50175.5,31687.4,0,Moderadamente buena,614.85424
Mujer,48,Espana,ES22,Biparental con niños/as,En propiedad,500,2,50175.5,3952.1,0,Moderadamente buena,614.85424
Mujer,15,NA,ES22,Biparental con niños/as,En propiedad,NA,2,50175.5,NA,0,NA,614.85424
Mujer,53,Espana,ES22,2 adultos sin niños,En propiedad,500,1.5,35064.4,27140.7,0,Moderadamente buena,778.15524
Hombre,25,Espana,ES22,2 adultos sin niños,En propiedad,200,1.5,35064.4,8161.6,0,NA,778.15524
Hombre,56,Espana,ES22,Otros hogares,En propiedad,300,2.5,54371.1,18497.8,0,Buena,703.6839
Mujer,56,Espana,ES22,Otros hogares,En propiedad,300,2.5,54371.1,20209.2,0,Moderadamente buena,703.6839
Hombre,25,Espana,ES22,Otros hogares,En propiedad,500,2.5,54371.1,10433.5,0,NA,703.6839
Mujer,21,Espana,ES22,Otros hogares,En propiedad,344,2.5,54371.1,3268,0,NA,703.6839
Mujer,55,Espana,ES22,Otros hogares,En propiedad,500,2.5,81868.5,21049.2,0,Moderadamente buena,528.42194
Hombre,54,Espana,ES22,Otros hogares,En propiedad,500,2.5,81868.5,46195,0,Buena,528.42194
Hombre,25,Espana,ES22,Otros hogares,En propiedad,500,2.5,81868.5,14476.9,0,NA,528.42194
Mujer,21,Espana,ES22,Otros hogares,En propiedad,344,2.5,81868.5,35.69,0,NA,528.42194
Hombre,59,Espana,ES22,2 adultos sin niños,En propiedad,200,1.5,28353.9,0,0,Buena,200.04877
Mujer,55,Espana,ES22,2 adultos sin niños,En propiedad,200,1.5,28353.9,9711.1,0,Buena,200.04877
Hombre,70,Espana,ES22,2 adultos sin niños,En propiedad,500,1.5,59937.9,4763.2,0,NA,564.89712
Mujer,65,Espana,ES22,2 adultos sin niños,En propiedad,500,1.5,59937.9,559,0,NA,564.89712
Hombre,61,Espana,ES22,2 adultos sin niños,En propiedad,200,1.5,21761.3,12632.2,0,NA,179.80425
Mujer,64,Espana,ES22,2 adultos sin niños,En propiedad,100,1.5,21761.3,14123.8,0,NA,179.80425
Mujer,64,Espana,ES22,2 adultos sin niños,En propiedad,500,1.5,43562.3,5105.1,0,NA,152.21663
Hombre,64,Extranjero (resto UE),ES22,2 adultos sin niños,En propiedad,500,1.5,43562.3,12132.5,0,NA,152.21663
Mujer,41,Espana,ES22,Biparental con niños/as,En propiedad,500,1.8,52023.6,20244.7,0,Buena,1022.37985
Hombre,46,Espana,ES22,Biparental con niños/as,En propiedad,500,1.8,52023.6,33212.1,0,Buena,1022.37985
Mujer,9,NA,ES22,Biparental con niños/as,En propiedad,NA,1.8,52023.6,NA,0,NA,1022.37985
Hombre,43,Espana,ES22,Unipersonal,En propiedad,200,1,14055.8,13846.8,0,Buena,699.21357
Mujer,61,Espana,ES22,Unipersonal,En propiedad,500,1,44041.6,41939.7,0,NA,90.96177
Mujer,50,Espana,ES22,Biparental con niños/as,En propiedad,500,3,104302.5,2286,0,Moderadamente buena,413.16134
Mujer,19,Espana,ES22,Biparental con niños/as,En propiedad,344,3,104302.5,0,0,NA,413.16134
Mujer,16,NA,ES22,Biparental con niños/as,En propiedad,NA,3,104302.5,NA,0,NA,413.16134
Hombre,16,NA,ES22,Biparental con niños/as,En propiedad,NA,3,104302.5,NA,0,NA,413.16134
Hombre,52,Espana,ES22,Biparental con niños/as,En propiedad,300,3,104302.5,45073.3,0,Buena,413.16134
Hombre,57,Espana,ES22,Otros hogares,En propiedad,100,2.5,40792.6,0,0,Buena,2419.49345
Mujer,58,Espana,ES22,Otros hogares,En propiedad,100,2.5,40792.6,0,0,NA,2419.49345
Hombre,30,Espana,ES22,Otros hogares,En propiedad,500,2.5,40792.6,18865,0,Moderadamente buena,2419.49345
Hombre,23,Espana,ES22,Otros hogares,En propiedad,500,2.5,40792.6,7779.1,0,NA,2419.49345
Hombre,55,Espana,ES22,Otros hogares,En propiedad,200,2.5,14713.3,831.7,1,Buena,360.5778
Mujer,51,Espana,ES22,Otros hogares,En propiedad,100,2.5,14713.3,7491,1,Buena,360.5778
Mujer,23,Espana,ES22,Otros hogares,En propiedad,500,2.5,14713.3,619.7,1,NA,360.5778
Mujer,20,Espana,ES22,Otros hogares,En propiedad,344,2.5,14713.3,3910.2,1,NA,360.5778
Mujer,76,Espana,ES22,2 adultos sin niños,En propiedad,200,1.5,44402,0,0,NA,1168.75573
Hombre,78,Espana,ES22,2 adultos sin niños,En propiedad,100,1.5,44402,0,0,NA,1168.75573
Mujer,65,Espana,ES22,Unipersonal,En alquiler,300,1,9430.48,9430.47,0,NA,134.08617
Hombre,39,Espana,ES22,Biparental con niños/as,En propiedad,200,2.4,40705.1,36428.1,0,Buena,668.75781
Mujer,41,Espana,ES22,Biparental con niños/as,En propiedad,200,2.4,40705.1,1561.6,0,Moderadamente mala,668.75781
Mujer,10,NA,ES22,Biparental con niños/as,En propiedad,NA,2.4,40705.1,NA,0,NA,668.75781
Hombre,7,NA,ES22,Biparental con niños/as,En propiedad,NA,2.4,40705.1,NA,0,NA,668.75781
Mujer,3,NA,ES22,Biparental con niños/as,En propiedad,NA,2.4,40705.1,NA,0,NA,668.75781
Hombre,55,Espana,ES22,Biparental con niños/as,En propiedad,300,2.8,51526.6,0,0,Buena,164.70442
Mujer,53,Extranjero (resto UE),ES22,Biparental con niños/as,En propiedad,500,2.8,51526.6,0,0,Muy buena,164.70442
Mujer,21,Espana,ES22,Biparental con niños/as,En propiedad,344,2.8,51526.6,0,0,NA,164.70442
Mujer,17,Espana,ES22,Biparental con niños/as,En propiedad,200,2.8,51526.6,0,0,NA,164.70442
Mujer,10,NA,ES22,Biparental con niños/as,En propiedad,NA,2.8,51526.6,NA,0,NA,164.70442
Hombre,45,Espana,ES22,2 adultos sin niños,En propiedad,200,1.5,42146,24974.4,0,Moderadamente buena,1421.44371
Mujer,38,Espana,ES22,2 adultos sin niños,En propiedad,200,1.5,42146,19962.5,0,Buena,1421.44371
Mujer,50,Espana,ES22,Unipersonal,En propiedad,200,1,21496.2,20887.8,0,Buena,550.7394
Hombre,86,Espana,ES11,2 adultos sin niños,En propiedad,100,1.5,19265.8,0,0,NA,1375.60961
Mujer,83,Espana,ES11,2 adultos sin niños,En propiedad,100,1.5,19265.8,0,0,NA,1375.60961
Hombre,64,Espana,ES11,Unipersonal,En alquiler,000,1,7405.3,0,1,NA,785.14238
Hombre,74,Espana,ES11,Otros hogares,En propiedad,000,2,17540.9,0,1,NA,2281.72858
Mujer,75,Espana,ES11,Otros hogares,En propiedad,000,2,17540.9,0,1,NA,2281.72858
Hombre,53,Espana,ES11,Otros hogares,En propiedad,200,2,17540.9,0,1,Moderadamente mala,2281.72858
Hombre,49,Extranjero (resto UE),ES11,Biparental con niños/as,En propiedad,100,2.5,18015.7,1915.7,1,Moderadamente buena,931.97662
Mujer,49,Espana,ES11,Biparental con niños/as,En propiedad,300,2.5,18015.7,6364.6,1,Moderadamente mala,931.97662
Mujer,19,Espana,ES11,Biparental con niños/as,En propiedad,344,2.5,18015.7,0,1,NA,931.97662
Mujer,16,NA,ES11,Biparental con niños/as,En propiedad,NA,2.5,18015.7,NA,1,NA,931.97662
Hombre,73,Espana,ES11,2 adultos sin niños,En propiedad,100,1.5,7114.9,0,1,NA,816.34353
Mujer,73,Espana,ES11,2 adultos sin niños,En propiedad,100,1.5,7114.9,0,1,NA,816.34353
Mujer,83,Espana,ES11,Unipersonal,En propiedad,000,1,1325.2,0,1,NA,3598.52506
Mujer,54,Extranjero (resto mundo),ES11,Unipersonal,En alquiler,500,1,3616.71,3616.71,1,Moderadamente buena,1149.91803
Hombre,56,Espana,ES11,Otros hogares,En alquiler,500,2.5,7556.7,0,1,Moderadamente buena,1085.95735
Mujer,55,Espana,ES11,Otros hogares,En alquiler,500,2.5,7556.7,5085,1,Buena,1085.95735
Mujer,23,Espana,ES11,Otros hogares,En alquiler,500,2.5,7556.7,560.5,1,NA,1085.95735
Hombre,15,NA,ES11,Otros hogares,En alquiler,NA,2.5,7556.7,NA,1,NA,1085.95735
Mujer,66,Espana,ES11,Unipersonal,En propiedad,100,1,11113.5,0,0,NA,2112.36888
Mujer,50,Extranjero (resto mundo),ES11,Otros hogares,En propiedad,300,2.3,33694.4,2400,0,Moderadamente buena,918.49761
Hombre,27,Espana,ES11,Otros hogares,En propiedad,000,2.3,33694.4,14778.9,0,Moderadamente buena,918.49761
Hombre,21,Espana,ES11,Otros hogares,En propiedad,354,2.3,33694.4,1010.6,0,NA,918.49761
Hombre,6,NA,ES11,Otros hogares,En propiedad,NA,2.3,33694.4,NA,0,NA,918.49761
Hombre,65,Espana,ES11,Otros hogares,En propiedad,300,2.5,54863.69,0,0,NA,3457.19718
Mujer,63,Espana,ES11,Otros hogares,En propiedad,300,2.5,54863.69,22867.2,0,NA,3457.19718
Mujer,40,Espana,ES11,Otros hogares,En propiedad,500,2.5,54863.69,16385.08,0,Buena,3457.19718
Hombre,30,Espana,ES11,Otros hogares,En propiedad,500,2.5,54863.69,2079.8,0,Buena,3457.19718
Mujer,38,Espana,ES11,Monomarental con niños/as,En propiedad,500,1.3,26073.4,21658,0,Buena,530.51596
Hombre,12,NA,ES11,Monomarental con niños/as,En propiedad,NA,1.3,26073.4,NA,0,NA,530.51596
Hombre,48,Espana,ES11,Biparental con niños/as,En propiedad,500,1.8,49966.1,23076,0,Buena,1491.13317
Mujer,46,Espana,ES11,Biparental con niños/as,En propiedad,500,1.8,49966.1,24194.8,0,Moderadamente buena,1491.13317
Mujer,8,NA,ES11,Biparental con niños/as,En propiedad,NA,1.8,49966.1,NA,0,NA,1491.13317
Hombre,74,Espana,ES11,Otros hogares,En propiedad,100,2,15200.6,0,1,NA,1135.918
Mujer,70,Espana,ES11,Otros hogares,En propiedad,100,2,15200.6,0,1,NA,1135.918
Hombre,43,Espana,ES11,Otros hogares,En propiedad,100,2,15200.6,0,1,Moderadamente mala,1135.918
Hombre,74,Espana,ES11,Unipersonal,En propiedad,100,1,9447.4,0,0,NA,1261.37006
Hombre,69,Espana,ES11,2 adultos sin niños,En propiedad,100,1.5,11644.1,0,1,NA,1040.76883
Mujer,65,Espana,ES11,2 adultos sin niños,En propiedad,100,1.5,11644.1,0,1,NA,1040.76883
Hombre,66,Espana,ES11,2 adultos sin niños,En propiedad,100,1.5,33963.7,744.8,0,NA,875.79202
Mujer,63,Espana,ES11,2 adultos sin niños,En propiedad,300,1.5,33963.7,10799.4,0,NA,875.79202
